checklist_id,action_id,change_id,cycle4_criterion,cycle4_title,section_type,field_or_focus,primary_department,support_departments,data_period,metric_or_threshold,evidence_link,official_confirmation_needed,preparation_task
evidence_00426,act_00426,chg_00693,1.3,재정 확보 및 집행,checkpoints,기준값/정량;산식/기준산정;실적기간,기획처,재무회계팀,최근 3년,3년;기준값;비율;평균,c4__1_3__checkpoints__item:1,true,"주요 점검사항 항목 검토 및 준비: 세입 중 등록금 비율, 세입 중 기부금 비율, 법인 책무성(사립대학)의 최근 3년간 평균이 기준값을 충족하는가"
evidence_00428,act_00428,chg_00704,1.4,성과관리체계 구축 및 운영,checkpoints,증빙,기획처,성과관리 담당부서,,,c4__1_4__checkpoints__item:1.sub:001,true,"주요 점검사항 항목 검토 및 준비: 관련 규정, 조직 및 인력 구성 현황 등"
evidence_00430,act_00430,chg_00706,1.4,성과관리체계 구축 및 운영,checkpoints,증빙,기획처,성과관리 담당부서,,,c4__1_4__checkpoints__item:2.sub:001,true,"주요 점검사항 항목 검토 및 준비: 관련 조직(위원회 등) 운영 실적, 결과보고서 등"
evidence_00445,act_00445,chg_00721,1.5,교육성과,checkpoints,기준값/정량;산식/기준산정;실적기간,기획처,교무처;교육혁신원;취·창업지원부서,최근 3년,3년;기준값;평균,c4__1_5__checkpoints__item:1,true,주요 점검사항 항목 검토 및 준비: 학생 충원 성과의 최근 3년간 평균이 기준값을 충족하고 있는가
evidence_00446,act_00446,chg_00722,1.5,교육성과,checkpoints,기준값/정량;산식/기준산정;실적기간,기획처,교무처;교육혁신원;취·창업지원부서,최근 3년,3년;기준값;평균,c4__1_5__checkpoints__item:2,true,주요 점검사항 항목 검토 및 준비: 졸업생 진로 성과의 최근 3년간 평균이 기준값을 충족하고 있는가
evidence_00451,act_00451,chg_00727,1.5,교육성과,checkpoints,증빙,기획처,교무처;교육혁신원;취·창업지원부서,,,c4__1_5__checkpoints__item:4.sub:001,true,"주요 점검사항 항목 검토 및 준비: 관련 규정, 조직 구성, 위원회 운영 실적 등"
evidence_00455,act_00455,chg_00731,1.5,교육성과,checkpoints,기준값/정량;산식/기준산정;실적기간,기획처,교무처;교육혁신원;취·창업지원부서,최근 3년,3년;기준값;평균;충원율,c3__5_2__checkpoints__item:1,true,주요 점검사항 항목 검토 및 준비: 정원내 신입생 충원율의 최근 3년간 평균이 기준값을 충족하고 있는가
evidence_00456,act_00456,chg_00732,1.5,교육성과,checkpoints,산식/기준산정,기획처,교무처;교육혁신원;취·창업지원부서,,충원율,c3__5_2__checkpoints__item:3,true,주요 점검사항 항목 검토 및 준비: 정원내 신입생 및 재학생 충원율 제고를 위한 노력이 적절한가
evidence_00460,act_00460,chg_00736,1.6,사회공헌 및 지역사회 연계·협력,checkpoints,증빙,사회공헌 담당부서,지역협력부서;산학협력단,,,c4__1_6__checkpoints__item:2.sub:001,true,"주요 점검사항 항목 검토 및 준비: 관련 규정, 조직 및 인력 구성, 예산 편성 및 집행 실적 등"
evidence_00461,act_00461,chg_00737,1.6,사회공헌 및 지역사회 연계·협력,checkpoints,증빙,사회공헌 담당부서,지역협력부서;산학협력단,,,c4__1_6__checkpoints__item:3,true,주요 점검사항 항목 검토 및 준비: 사회봉사와 관련한 규정(학칙)에 따라 대학이 기획한 사회봉사 활동 프로그램과 교과목의 운영은 적절한가
evidence_00465,act_00465,chg_00741,1.6,사회공헌 및 지역사회 연계·협력,checkpoints,증빙,사회공헌 담당부서,지역협력부서;산학협력단,,,c4__1_6__checkpoints__item:4.sub:001,true,"주요 점검사항 항목 검토 및 준비: 관련 규정, 추진 체계, 추진 계획 등"
evidence_00468,act_00468,chg_00744,1.6,사회공헌 및 지역사회 연계·협력,checkpoints,증빙,사회공헌 담당부서,지역협력부서;산학협력단,,,c3__5_5__checkpoints__item:2,true,주요 점검사항 항목 검토 및 준비: 사회봉사와 관련한 규정(학칙)이 갖추어져 있는가
evidence_00477,act_00477,chg_00754,2.1,교육과정 체계,checkpoints,기준값/정량;산식/기준산정,교무처,교육과정 담당부서,,30%;10%;비율,c4__2_1__checkpoints__item:2.sub:002,true,"주요 점검사항 항목 검토 및 준비: 졸업 이수 학점에서 교양, 전공의 학점 비율(교양 학점 비율은 졸업 이수 학점의 30%±10% 권장)"
evidence_00485,act_00485,chg_00768,2.2,교양교육과정,checkpoints,기준값/정량;산식/기준산정,교무처,교육과정 담당부서,,비율,c4__2_2__checkpoints__item:2.sub:001,true,주요 점검사항 항목 검토 및 준비: 교양 이수 학점에서 교양필수(선택필수 포함)와 교양선택 비율
evidence_00490,act_00490,chg_00778,2.2,교양교육과정,checkpoints,기준값/정량;산식/기준산정,교무처,교육과정 담당부서,,30%;10%;비율,c3__2_2__checkpoints__item:1.sub:001,true,주요 점검사항 항목 검토 및 준비: 졸업 이수 학점에서 교양 이수 학점의 비율(대학의 내부 기준이 없을 시 권장: 30%±10%)
evidence_00492,act_00492,chg_00780,2.2,교양교육과정,checkpoints,산식/기준산정,교무처,교육과정 담당부서,,1년;평균,c3__2_2__checkpoints__item:3.sub:001,true,"주요 점검사항 항목 검토 및 준비: 강좌당 1년(1, 2학기) 평균 수강학생 수"
evidence_00493,act_00493,chg_00781,2.2,교양교육과정,checkpoints,기준값/정량;산식/기준산정,교무처,교육과정 담당부서,,101명;2.5%;100명;1명;산출;비율,c3__2_2__checkpoints__item:3.sub:002,true,"주요 점검사항 항목 검토 및 준비: 101명 이상 대규모 교양과목 강좌 비율: 2.5% 이하(단, 대규모 강좌 비율 산출시 수업 튜터(최소 100명당 1명)가 있는 온라인강좌는 제외함. 대규모 강좌의 내실화 및 질관리에 초점을 두고 평가함)"
evidence_00496,act_00496,chg_00787,2.3,전공교육과정,checkpoints,기준값/정량;산식/기준산정,교무처,교육과정 담당부서,,비율,c4__2_3__checkpoints__item:2.sub:003,true,"주요 점검사항 항목 검토 및 준비: 전공기초, 전공필수, 전공선택 이수 학점 비율"
evidence_00499,act_00499,chg_00795,2.3,전공교육과정,checkpoints,증빙,교무처,교육과정 담당부서,,,c4__2_3__checkpoints__item:5.sub:001,true,"주요 점검사항 항목 검토 및 준비: 부·복수·다전공·기타 전공(융합, 연계, 자율전공 등) 관련 규정"
evidence_00500,act_00500,chg_00796,2.3,전공교육과정,checkpoints,기준값/정량,교무처,교육과정 담당부서,,10%,c4__2_3__checkpoints__item:5.sub:002,true,"주요 점검사항 항목 검토 및 준비: 부·복수·다전공·기타 전공(융합, 연계, 자율전공 등) 연도별 이수 현황(권장기준: 졸업자의 10% 이상)"
evidence_00501,act_00501,chg_00797,2.3,전공교육과정,checkpoints,증빙,교무처,교육과정 담당부서,,,c4__2_3__checkpoints__item:5.sub:003,true,주요 점검사항 항목 검토 및 준비: 소단위 전공 개설 및 이수 관련 규정과 연도별 이수 현황
evidence_00503,act_00503,chg_00799,2.3,전공교육과정,checkpoints,기준값/정량,교무처,교육과정 담당부서,,10%,c3__2_3__checkpoints__item:5.sub:002,true,주요 점검사항 항목 검토 및 준비: 연도별 이수 현황(대학의 내부 기준이 없는 경우 권장: 졸업자의 10% 이상)
evidence_00505,act_00505,chg_00801,2.4,학사관리,checkpoints,증빙,교무처,교육과정 담당부서,,,c4__2_4__checkpoints__item:1.sub:001,true,주요 점검사항 항목 검토 및 준비: 학사관리 규정 및 지침 현황
evidence_00506,act_00506,chg_00802,2.4,학사관리,checkpoints,증빙,교무처,교육과정 담당부서,,,c4__2_4__checkpoints__item:1.sub:002,true,주요 점검사항 항목 검토 및 준비: 학사관리 규정 및 지침 개선 절차의 합리성
evidence_00508,act_00508,chg_00807,2.4,학사관리,checkpoints,기준값/정량,교무처,교육과정 담당부서,,60명,c4__2_4__checkpoints__item:2.sub:003,true,"주요 점검사항 항목 검토 및 준비: 분반(권장기준: 50∼60명), 폐강 등의 학사운영 현황"
evidence_00512,act_00512,chg_00815,2.5,수업,checkpoints,기준값/정량;증빙,교무처,교육과정 담당부서,,,c4__2_5__checkpoints__item:1.sub:001,true,주요 점검사항 항목 검토 및 준비: 전임교원의 유형별 강의시수 관련 규정 및 준수 여부
evidence_00513,act_00513,chg_00816,2.5,수업,checkpoints,산식/기준산정,교무처,교육과정 담당부서,,비율;평균,c4__2_5__checkpoints__item:1.sub:002,true,주요 점검사항 항목 검토 및 준비: 전임교원 유형별 평균 강의 담당 비율
evidence_00514,act_00514,chg_00817,2.5,수업,checkpoints,기준값/정량;산식/기준산정,교무처,교육과정 담당부서,,평균,c4__2_5__checkpoints__item:1.sub:003,true,주요 점검사항 항목 검토 및 준비: 전임교원 유형별 평균 강의시수(학부+대학원 강의)
evidence_00519,act_00519,chg_00836,2.5,수업,checkpoints,산식/기준산정,교무처,교육과정 담당부서,,비율,c3__2_5__checkpoints__item:4.sub:002,true,주요 점검사항 항목 검토 및 준비: 평가 참여 학생 비율
evidence_00522,act_00522,chg_00842,2.6,교수-학습 지원,checkpoints,기준값/정량,교수학습지원센터,,,000명;6학점;2년,c4__2_6__checkpoints__item:1.sub:004,true,"주요 점검사항 항목 검토 및 준비: 학부 재학생 5,000명 초과 대학은 전임 연구·개발 인력에 박사학위를 소지한 정규직 1인 이상, 10,000명 초과 대학은 2인 이상 포함을 권장함. 단, 겸임인 자 또는 학기당 6학점 초과 강의 담당자는 인정하지 않음. 전임 연구·개발 인력에서 박사학위 소지자 정규직 요건 박사학위 소지자로서 정규직으로 임용된 자 또는 박사학위 소지자로서 재임용 2년 이상 가능한 자 또는 박사학위 소지자로서 재임용 2년 이상 근무 중인 자"
evidence_00528,act_00528,chg_00855,3.1,교원 확보 및 구성,checkpoints,기준값/정량;산식/기준산정;실적기간,교무처,교원인사 담당부서,최근 3년,3년;기준값;평균;확보율,c4__3_1__checkpoints__item:1,true,주요 점검사항 항목 검토 및 준비: 전임교원 및 겸임교원 확보율의 최근 3년간 평균이 기준값을 충족하는가
evidence_00529,act_00529,chg_00856,3.1,교원 확보 및 구성,checkpoints,기준값/정량;산식/기준산정,교무처,교원인사 담당부서,,4%;확보율,c4__3_1__checkpoints__item:1.sub:001,true,주요 점검사항 항목 검토 및 준비: 겸임교원 확보율은 4% 한도 내에서 반영함
evidence_00530,act_00530,chg_00857,3.1,교원 확보 및 구성,checkpoints,증빙,교무처,교원인사 담당부서,,,c4__3_1__checkpoints__item:2,true,주요 점검사항 항목 검토 및 준비: 교원 임용정책과 교원 인사 규정에 근거하여 교원 임용을 공개적으로 진행하고 임용 절차를 단계별로 공정하고 합리적으로 실시하고 있는가
evidence_00533,act_00533,chg_00860,3.1,교원 확보 및 구성,checkpoints,산식/기준산정,교무처,교원인사 담당부서,,비율,c4__3_1__checkpoints__item:3.sub:001,true,주요 점검사항 항목 검토 및 준비: 전임교원과 비전임교원의 인원수 및 비율
evidence_00538,act_00538,chg_00866,3.1,교원 확보 및 구성,checkpoints,증빙,교무처,교원인사 담당부서,,,c3__3_1__checkpoints__item:3,true,주요 점검사항 항목 검토 및 준비: 교원 임용을 공개적으로 진행하고 관련 자료를 확보하고 있는가
evidence_00539,act_00539,chg_00867,3.2,교원 인사 및 업적평가,checkpoints,증빙,교무처,교원인사 담당부서,,,c4__3_2__checkpoints__item:1,true,"주요 점검사항 항목 검토 및 준비: 교원 인사 규정에 근거하여 승진, 재임용, 정년보장임용이 공정한 절차에 의해 합리적으로 이루어지고 있는가"
evidence_00542,act_00542,chg_00870,3.2,교원 인사 및 업적평가,checkpoints,증빙,교무처,교원인사 담당부서,,,c4__3_2__checkpoints__item:2,true,"주요 점검사항 항목 검토 및 준비: 교원업적평가 규정에 근거하여 업적평가를 합리적으로 운영하고 평가 결과를 승진, 재임용, 포상 등에 반영하고 있는가"
evidence_00548,act_00548,chg_00876,3.2,교원 인사 및 업적평가,checkpoints,증빙,교무처,교원인사 담당부서,,,c4__3_2__checkpoints__item:3.sub:001,true,"주요 점검사항 항목 검토 및 준비: 결과 공개, 이의신청, 재심 등 제반 절차에 관한 규정 및 시행 여부 등"
evidence_00549,act_00549,chg_00877,3.2,교원 인사 및 업적평가,checkpoints,증빙,교무처,교원인사 담당부서,,,c4__3_2__checkpoints__item:4,true,주요 점검사항 항목 검토 및 준비: 교원 인사 및 업적평가 제도 관련 규정 개정 시 교원의 의견 수렴을 거쳐 적절하게 수정·보완하고 있는가
evidence_00553,act_00553,chg_00883,3.3,교원 처우 및 복지,checkpoints,산식/기준산정,교무처,교원인사 담당부서,,평균,c4__3_3__checkpoints__item:3.sub:001,true,"주요 점검사항 항목 검토 및 준비: 트랙별, 직급별 최저, 최고, 평균 연봉"
evidence_00554,act_00554,chg_00884,3.3,교원 처우 및 복지,checkpoints,산식/기준산정,교무처,교원인사 담당부서,,비율,c4__3_3__checkpoints__item:3.sub:002,true,주요 점검사항 항목 검토 및 준비: 정년트랙 대비 비정년트랙 최저보수 비율 등을 점검함
evidence_00559,act_00559,chg_00889,3.4,교원의 연구활동 및 성과,checkpoints,기준값/정량;산식/기준산정;실적기간,연구처,교무처,최근 3년,3년;기준값;평균,c4__3_4__checkpoints__item:1,true,주요 점검사항 항목 검토 및 준비: 전임교원 1인당 교내연구비의 최근 3년간 평균이 기준값을 충족하는가
evidence_00562,act_00562,chg_00892,3.4,교원의 연구활동 및 성과,checkpoints,기준값/정량;산식/기준산정,연구처,교무처,,50%;비율,c4__3_4__checkpoints__item:2.sub:002,true,"주요 점검사항 항목 검토 및 준비: 예술계열 교수 비율 50% 이상인 대학의 경우, 공연 및 전시 활동 지원 등을 포함함"
evidence_00563,act_00563,chg_00893,3.4,교원의 연구활동 및 성과,checkpoints,증빙,연구처,교무처,,,c4__3_4__checkpoints__item:3,true,주요 점검사항 항목 검토 및 준비: 교원의 연구 역량 제고를 위해 연구년제를 합리적인 규정에 따라 적절하게 운영하고 있는가
evidence_00565,act_00565,chg_00895,3.4,교원의 연구활동 및 성과,checkpoints,기준값/정량;산식/기준산정,연구처,교무처,,50명;1.0%;100명;1.5%;200명;2%;3%;비율,c4__3_4__checkpoints__item:3.sub:002,true,"주요 점검사항 항목 검토 및 준비: 연구년제 참여율에 대한 최소 권장 비율: 연구년제 대상 전체 교원 수에 따라 차등 적용함(50명 이하 1.0%, 100명 이하 1.5%, 200명 이하 2%, 200명 초과 3%)"
evidence_00567,act_00567,chg_00897,3.4,교원의 연구활동 및 성과,checkpoints,기준값/정량;산식/기준산정;실적기간,연구처,교무처,,기준값,c4__3_4__checkpoints__item:4,true,"주요 점검사항 항목 검토 및 준비: 전임교원 1인당 등재(후보)지 논문, SCI급 논문, 저역서, 교외연구비 실적에 대해 각 지표의 기준값 대비 실적의 합이 기준값을 충족하는가"
evidence_00569,act_00569,chg_00899,3.4,교원의 연구활동 및 성과,checkpoints,증빙,연구처,교무처,,,c4__3_4__checkpoints__item:5.sub:001,true,"주요 점검사항 항목 검토 및 준비: 연구윤리 관련 규정, 연구윤리위원회 구성 및 운영 실적, 연구윤리 교육 실적 등을 확인함"
evidence_00574,act_00574,chg_00904,3.4,교원의 연구활동 및 성과,checkpoints,기준값/정량;산식/기준산정;실적기간,연구처,교무처,최근 3년,3년;기준값;평균,c3__5_3__checkpoints__item:2,true,주요 점검사항 항목 검토 및 준비: 전임교원 1인당 SCI급 논문 실적의 최근 3년간 평균이 기준값을 충족하고 있는가
evidence_00575,act_00575,chg_00905,3.4,교원의 연구활동 및 성과,checkpoints,기준값/정량;산식/기준산정;실적기간,연구처,교무처,최근 3년,3년;기준값;평균,c3__5_3__checkpoints__item:3,true,주요 점검사항 항목 검토 및 준비: 전임교원 1인당 저역서 실적의 최근 3년간 평균이 기준값을 충족하고 있는가
evidence_00576,act_00576,chg_00906,3.4,교원의 연구활동 및 성과,checkpoints,기준값/정량;산식/기준산정;실적기간,연구처,교무처,최근 3년,3년;기준값;평균,c3__5_3__checkpoints__item:4,true,주요 점검사항 항목 검토 및 준비: 전임교원 1인당 교외연구비의 최근 3년간 평균이 기준값을 충족하고 있는가
evidence_00577,act_00577,chg_00907,3.4,교원의 연구활동 및 성과,checkpoints,기준값/정량,연구처,교무처,,기준값,c3__5_3__checkpoints__item:5,true,주요 점검사항 항목 검토 및 준비: 각 지표의 기준값 대비 실적의 합이 기준값을 충족하고 있는가
evidence_00578,act_00578,chg_00909,3.5,직원 확보 및 인사,checkpoints,증빙,총무처,직원인사 담당부서,,,c4__3_5__checkpoints__item:2,true,주요 점검사항 항목 검토 및 준비: 직원 인사 규정에 근거하여 직원 채용을 공개적으로 진행하고 채용 절차를 단계별로 실시하고 있는가
evidence_00580,act_00580,chg_00912,3.5,직원 확보 및 인사,checkpoints,산식/기준산정,총무처,직원인사 담당부서,,비율,c4__3_5__checkpoints__item:3.sub:001,true,주요 점검사항 항목 검토 및 준비: 비정규직 인원 비율 및 업무 내용(업무분장표) 등
evidence_00582,act_00582,chg_00914,3.5,직원 확보 및 인사,checkpoints,증빙,총무처,직원인사 담당부서,,,c4__3_5__checkpoints__item:4,true,"주요 점검사항 항목 검토 및 준비: 규정에 근거하여 직원평가를 합리적으로 운영하고 직원평가 결과를 승진, 재임용, 포상 등에 반영하고 있는가"
evidence_00588,act_00588,chg_00921,3.5,직원 확보 및 인사,checkpoints,증빙,총무처,직원인사 담당부서,,,c4__3_5__checkpoints__item:6.sub:001,true,"주요 점검사항 항목 검토 및 준비: 결과 통보, 이의신청 및 처리 절차 등 관련 규정의 유무 및 준수 여부"
evidence_00590,act_00590,chg_00923,3.5,직원 확보 및 인사,checkpoints,증빙,총무처,직원인사 담당부서,,,c3__3_5__checkpoints__item:3,true,주요 점검사항 항목 검토 및 준비: 직원 임용을 공개적으로 진행하고 관련 자료를 확보하고 있는가
evidence_00592,act_00592,chg_00925,3.6,직원 복지 및 업무 역량 개발,checkpoints,증빙,총무처,직원인사 담당부서,,,c4__3_6__checkpoints__item:1,true,주요 점검사항 항목 검토 및 준비: 직원 보수 규정에 의해 보수를 지급하고 직원의 최저보수 수준이 적절한가
evidence_00593,act_00593,chg_00926,3.6,직원 복지 및 업무 역량 개발,checkpoints,산식/기준산정,총무처,직원인사 담당부서,,비율,c4__3_6__checkpoints__item:1.sub:001,true,주요 점검사항 항목 검토 및 준비: 정규직 대비 비정규직 최저보수 비율 등
evidence_00600,act_00600,chg_00935,3.6,직원 복지 및 업무 역량 개발,checkpoints,증빙,총무처,직원인사 담당부서,,,c4__3_6__checkpoints__item:4.sub:004,true,주요 점검사항 항목 검토 및 준비: 프로그램 참여의 업무 평정 반영 여부: 관련 규정 및 반영 실적 등
evidence_00608,act_00608,chg_00950,4.2,학생 심리상담 및 권익 보호,checkpoints,증빙,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__checkpoints__item:1,true,주요 점검사항 항목 검토 및 준비: 학생 심리상담 관련을 위한 적합한 조직을 갖추고 상담한 실적이 있는가
evidence_00609,act_00609,chg_00951,4.2,학생 심리상담 및 권익 보호,checkpoints,증빙,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__checkpoints__item:1.sub:001,true,주요 점검사항 항목 검토 및 준비: 심리상담 관련 규정 및 조직
evidence_00613,act_00613,chg_00955,4.2,학생 심리상담 및 권익 보호,checkpoints,증빙,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__checkpoints__item:4,true,"주요 점검사항 항목 검토 및 준비: 학생들의 권익 보호를 위한 규정과 체계를 갖추고 있는가(인권센터 규정, 인력 및 시설 포함)"
evidence_00615,act_00615,chg_00957,4.2,학생 심리상담 및 권익 보호,checkpoints,증빙,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__checkpoints__item:6,true,주요 점검사항 항목 검토 및 준비: 소수집단학생 지원을 위한 규정과 체계를 갖추고 있는가
evidence_00621,act_00621,chg_00963,4.2,학생 심리상담 및 권익 보호,checkpoints,증빙,학생상담센터,인권센터;장애학생지원센터,,,c3__4_3__checkpoints__item:6,true,주요 점검사항 항목 검토 및 준비: 소수집단학생을 대상으로 만족도 조사를 실시하여 개선의 자료로 활용하고 있는가(멀티캠퍼스인 경우 캠퍼스별로 만족도 조사 실시) * <장애대학생 교육복지지원 실태평가> 평가 결과 참조
evidence_00626,act_00626,chg_00968,4.3,진로 및 취·창업 지원,checkpoints,기준값/정량;산식/기준산정;실적기간,진로·취창업지원센터,,최근 3년,3년;기준값;평균,c3__5_4__checkpoints__item:1,true,주요 점검사항 항목 검토 및 준비: 졸업생 취업률의 최근 3년간 평균이 기준값을 충족하고 있는가
evidence_00627,act_00627,chg_00969,4.4,교육 시설,checkpoints,기준값/정량,시설관리팀,교무처,,기준값,c4__4_4__checkpoints__item:1,true,주요 점검사항 항목 검토 및 준비: 재학생 1인당 강의실 면적과 실험·실습실 면적이 기준값을 충족하고 있는가
evidence_00629,act_00629,chg_00977,4.4,교육 시설,checkpoints,기준값/정량;산식/기준산정,시설관리팀,교무처,,기준값;확보율,c3__4_4__checkpoints__item:1,true,주요 점검사항 항목 검토 및 준비: 교사확보율이 기준값을 충족하고 있는가
evidence_00630,act_00630,chg_00978,4.4,교육 시설,checkpoints,기준값/정량,시설관리팀,교무처,,기준값,c3__4_4__checkpoints__item:2,true,주요 점검사항 항목 검토 및 준비: 재학생 1인당 강의실 면적이 기준값을 충족하고 있는가
evidence_00636,act_00636,chg_00988,4.6,도서관,checkpoints,기준값/정량;산식/기준산정;실적기간;증빙,도서관,,최근 3년,3년;기준값;평균,c4__4_6__checkpoints__item:1,true,주요 점검사항 항목 검토 및 준비: 재학생 1인당 연간 자료구입비(결산)의 최근 3년간 평균이 기준값을 충족하는가
evidence_00637,act_00637,chg_00989,4.6,도서관,checkpoints,기준값/정량;산식/기준산정;실적기간,도서관,,최근 3년,000명;3년;기준값;평균,c4__4_6__checkpoints__item:2,true,"주요 점검사항 항목 검토 및 준비: 재학생 1,000명당 도서관 직원 수의 최근 3년간 평균이 기준값을 충족하는가"
